"Code","Dec","InvDec","Token","Message"
"8007F027","-2146963417","2148003879","STATUS_CANT_INSTALL_SP_ON_DTC","This has not been qualified by your hardware vendor for installation on this copy of Datacenter Server. Please contact your hardware vendor for additional information on obtaining a that has been qualified for your system configuration."
"8007F028","-2146963416","2148003880","STATUS_NECESSARY_FILES_NOT_PRESENT","Not all files necessary to perform an integrated installation are present."
"8007F029","-2146963415","2148003881","STATUS_SPOOLER_NOT_STARTED","Cannot install . The Print Spooler service is not started."
"8007F02A","-2146963414","2148003882","STATUS_MUST_RESTART_FIRST","The system must be restarted before installing the "
"8007F02B","-2146963413","2148003883","STATUS_NOT_ENOUGH_WITH_UNINST","You do not have enough free disk space on % to archive the uninstall files. To install with backup files for uninstall"
"8007F02C","-2146963412","2148003884","STATUS_CANT_FIND_RSAENHS","Unable to locate RSAENHS.DLL in the update directory"
"8007F02D","-2146963411","2148003885","STATUS_CANT_FIND_ENCININF","Unable to locate UPDENCIN.INF in the update directory"
"8007F02E","-2146963410","2148003886","STATUS_CANT_FIND_ENCTSINF","Unable to locate UPDENCTS.INF in the update directory"
"8007F02F","-2146963409","2148003887","STATUS_ENCINST_PROCESS_FAILED","High encryption ENCINST process failed."
"8007F030","-2146963408","2148003888","STATUS_ENCINST_UPGRADE_FAILED","High encryption upgrade failed."
"8007F031","-2146963407","2148003889","STR_USAGE_UPDATE","AVAILABLE SWITCHES: [/help] [/quiet] [/passive] [/uninstall] [/norestart] [/forcerestart] [/l] [/n] [/o] [/f] [/integrate:<path>] [/d:<path>] /help Displays this message SETUP MODES /quiet Quiet mode (no user interaction or displ"
"8007F032","-2146963406","2148003890","STR_BUILDING_CAB","Creating file"
"8007F033","-2146963405","2148003891","STR_DOWNLOADING","Downloading files and patches"
"8007F034","-2146963404","2148003892","STR_ARCHIVING_FILES","Backing up files"
"8007F035","-2146963403","2148003893","STR_ARCHIVING_FILE","Backing up files"
"8007F036","-2146963402","2148003894","STR_INSTALLING_FILES","Installing files"
"8007F037","-2146963401","2148003895","STR_INSTALLING_FILE","Installing files"
"8007F038","-2146963400","2148003896","STR_FINISHING_INSTALL","Finishing installation"
"8007F039","-2146963399","2148003897","STR_WELCOME_LINE","Welcome to the Setup Wizard"
"8007F03A","-2146963398","2148003898","STR_RESTART","&Restart"
"8007F03B","-2146963397","2148003899","STR_COMPLETE","installation is complete. You must restart your computer for the update to take effect."
"8007F03D","-2146963395","2148003901","STR_CANT_CANCEL_NOW","Please wait while Setup updates your system files."
"8007F03E","-2146963394","2148003902","STR_MUST_ACCEPT_TIP","Must accept license agreement before installing"
"8007F03F","-2146963393","2148003903","STR_NEED_TO_CONNECT","Setup needs to connect to the internet now to download files and patches for installation."
"8007F040","-2146963392","2148003904","STR_READY_TO_REPLACE","Setup is ready to begin replacing system files."
"8007F041","-2146963391","2148003905","STR_CONNECTING","Connecting to"
"8007F042","-2146963390","2148003906","STR_CONNECTED","Connected to"
"8007F043","-2146963389","2148003907","STR_ESTIMATE","estimate"
"8007F044","-2146963388","2148003908","STR_MINUTES","minutes"
"8007F045","-2146963387","2148003909","STR_SECONDS","seconds"
"8007F046","-2146963386","2148003910","STR_DOWNLOAD_REMAINING","KB remaining"
"8007F047","-2146963385","2148003911","STR_DOWNLOAD_COMPLETE","Download complete"
"8007F048","-2146963384","2148003912","STR_DOWNLOAD_UNPACKING","Download complete"
"8007F049","-2146963383","2148003913","STR_DOWNLOAD_FAILURE","The following error occurred while Setup attempted to download the files from the Internet:"
"8007F04A","-2146963382","2148003914","STR_UNKNOWN_ERROR","The server did not respond (error code %d)."
"8007F04B","-2146963381","2148003915","STR_INTERNET_TIMEOUT","The server did not respond."
"8007F04C","-2146963380","2148003916","STR_DOWNLOAD_RETRY_TEXT","If this error persists after you have clicked Retry several times"
"8007F04D","-2146963379","2148003917","STR_HASH_FAILURE_1","Setup determined that the following downloaded file is corrupt:"
"8007F04E","-2146963378","2148003918","STR_HASH_FAILURE_2","Setup determined that the following downloaded files are corrupt:"
"8007F04F","-2146963377","2148003919","STR_DOWNLOAD_GIVE_UP","Setup was unable to download all the files necessary for installation."
"8007F050","-2146963376","2148003920","STR_COPYING_FILE_DELAYED","Copied file (delayed)"
"8007F051","-2146963375","2148003921","STR_ERROR_COPY_SLIP","An error has occurred copying files from the Service Pack share to the distribution share."
"8007F052","-2146963374","2148003922","STR_SLIPSTREAM_SUCCESSFUL","Integrated install has completed successfully."
"8007F053","-2146963373","2148003923","STR_SLIPSTREAM_FAILED","Failed to copy some or all of the files necessary for integrated install. Please check that: a) No network or copy errors occurred during the integration process b) The format of the destination directory is correct. The files to be integrated"
"8007F054","-2146963372","2148003924","STR_SVCPACK_CMD","Service Pack started with following command line"
"8007F055","-2146963371","2148003925","STR_DOWNLOAD_SIZE","bytes downloaded."
"8007F056","-2146963370","2148003926","STR_NO_SVCPACK","No Service Pack"
"8007F057","-2146963369","2148003927","STR_MISSING_FILE","The file is missing from the installation. The file must be present for Setup to continue. Press OK to cancel Setup."
"8007F058","-2146963368","2148003928","STR_READY_TO_ENCINST","Setup is ready to begin upgrade of uninstall to high encryption."
"8007F059","-2146963367","2148003929","STR_SLIPSTREAM_LANGUAGE_MISMATCH","Integrated install failed. The language type or platform for the destination directory and must be the same."
"8007F05A","-2146963366","2148003930","STATUS_CANT_OPEN_LOG","Error opening file"
"8007F05B","-2146963365","2148003931","STR_SKIPPING_FILE","Skipped copying file:"
"8007F05C","-2146963364","2148003932","STR_COPY_FILE","Copying file"
"8007F05D","-2146963363","2148003933","STR_SVC_INFO","In order to successfully complete this installation"
"8007F05E","-2146963362","2148003934","STR_SVC_STOP_ERR","Setup was unable to stop the following service"
"8007F05F","-2146963361","2148003935","STR_SVC_ASKREBOOT","A reboot will probably be required in order to successfully complete this installation. Do you wish to continue?"
"8007F060","-2146963360","2148003936","STR_SVC_START_ERR","Setup was unable to re-start the following service: ."
"8007F061","-2146963359","2148003937","ERR_STD_PREFIX","Setup encountered an error:"
"8007F062","-2146963358","2148003938","STR_COPYING_FILE","Copied file:"
"8007F063","-2146963357","2148003939","STR_SPAWNING_PROCESS","Starting process:"
"8007F064","-2146963356","2148003940","STATUS_INVALID_VER_FILE","The update.ver file is not correct."
"8007F065","-2146963355","2148003941","STR_DOMESTIC_TAG1","US/Canada Only"
"8007F066","-2146963354","2148003942","STR_DOMESTIC_TAG2","Domestic Use Only"
"8007F067","-2146963353","2148003943","STR_DOMESTIC_TAG3","US and Canada Use Only"
"8007F06A","-2146963350","2148003946","STATUS_SP_VERSION_GREATER_1","Setup has detected that the Service Pack version of the system installed is newer than the update you are applying to it. You can only install this update on Service Pack."
"8007F06B","-2146963349","2148003947","STATUS_SP_VERSION_GREATER_2","Setup has detected that the Service Pack version of this system is newer than the update you are applying. There is no need to install this update."
"8007F06C","-2146963348","2148003948","STATUS_FPNW_FIXUP_FAILED","Setup failed to access or correctly modify your SETUP.LOG file."
"8007F06D","-2146963347","2148003949","STATUS_WRONG_PLATFORM","The version of software you are running does not match the system you are running it on."
"8007F06E","-2146963346","2148003950","STATUS_FAILURE_COPYING_FILES","Failed to completely copy all of the updated files."
"8007F06F","-2146963345","2148003951","STATUS_FAILED_TO_SET_DIR","Failed to set the directory."
"8007F070","-2146963344","2148003952","STATUS_SETUP_ERROR","An error in updating your system has occurred."
"8007F075","-2146963339","2148003957","STATUS_SUCCESS_NOREBOOT","has been updated. You must reboot for these changes to take effect. If you change or add any components to your system"
"8007F076","-2146963338","2148003958","STATUS_SP_VERSION_LESSER","Setup has detected that the version of the Service Pack installed on your system is lower than what is necessary to apply this hotfix. At minimum"
"8007F078","-2146963336","2148003960","STATUS_NO_UNINSTALL_AVAILABLE","You cannot uninstall"
"8007F07A","-2146963334","2148003962","STATUS_SUCCESS_NOREBOOTNEC","has been updated. If you change or add any components to your system"
"8007F07B","-2146963333","2148003963","STATUS_UNINST_NOREBOOTNEC","Hotfix successfully uninstalled."
"8007F07C","-2146963332","2148003964","STR_SECURITY_PROVIDER_WARNING","The existing file contains High Encryption security"
"8007F07F","-2146963329","2148003967","STR_UNINST_HOTFIX","Hotfixes have been found on your system. Would you like to Uninstall these hotfixes now?"
"8007F080","-2146963328","2148003968","STR_OLD_UNINST_EXISTS","An old Uninstall directory has been found. Would you like to overwrite this directory with new Uninstall information?"
"8007F081","-2146963327","2148003969","STR_LICENSE_DECLINED","You have chosen to decline the License Agreement. Setup cannot continue."
"8007F082","-2146963326","2148003970","STR_NO_LICENSE_TXT","No LICENSE.TXT file was found in your Hotfix directory. Setup cannot continue."
"8007F083","-2146963325","2148003971","STR_INSUFF_RESOURCES","Insufficient resources are available. Setup cannot continue."
"8007F084","-2146963324","2148003972","STR_FILE_READ_ERROR","Error reading LICENSE.TXT file. Setup cannot continue."
"8007F085","-2146963323","2148003973","STR_DELETE_OLD_UNINST","This old uninstall directory cannot be used to uninstall this Hotfix"
"8007F086","-2146963322","2148003974","STR_HOTFIXES_FOUND","The following hotfixes are installed:"
"8007F087","-2146963321","2148003975","STR_HOTFIXES_NOT_FOUND","No Hotfixes are installed."
"8007F088","-2146963320","2148003976","STR_CAT_VERSIONS_EQUAL","Catalog file versions are equal"
"8007F089","-2146963319","2148003977","STR_WINDOWS_TYPE1","Windows NT 4.0"
"8007F08A","-2146963318","2148003978","STR_WINDOWS_TYPE2","Windows 2000"
"8007F08B","-2146963317","2148003979","STR_LICENSE_AGREEMENT","License Agreement"
"8007F08C","-2146963316","2148003980","STR_SELECT_OPTIONS","Select Options"
"8007F08D","-2146963315","2148003981","STR_UPDATING_YOUR_SYSTEM","Updating Your System"
"8007F08E","-2146963314","2148003982","STR_WIZ1_STATIC3","Before you install this update"
"8007F08F","-2146963313","2148003983","STR_WIZ2_STATIC1","Please read the following license agreement. To continue with setup"
"8007F090","-2146963312","2148003984","STR_WIZ2_RADIO1","I &Do Not Agree"
"8007F091","-2146963311","2148003985","STR_WIZ2_RADIO2","I &Agree"
"8007F092","-2146963310","2148003986","STR_ASK_BACKUP","If you want to remove later"
"8007F093","-2146963309","2148003987","STR_ARCHIVE1","&Archive Files"
"8007F094","-2146963308","2148003988","STR_ARCHIVE2","&Do Not Archive Files"
"8007F095","-2146963307","2148003989","STR_WIZ4_STATIC2","Please wait while setup inspects your current configuration"
"8007F096","-2146963306","2148003990","STR_WIZ4_STATIC_OPERATION","Inspecting your current configuration"
"8007F097","-2146963305","2148003991","STR_WIZ4_STATIC_DETAILS","inspecting current configuration"
"8007F098","-2146963304","2148003992","STR_WIZ4_STATIC","Inspecting current configuration"
"8007F099","-2146963303","2148003993","STR_WIZ5_STATIC1","Completing the Setup Wizard"
"8007F09A","-2146963302","2148003994","STR_WIZ5_STATIC2_REBOOT","You have successfully completed the Setup Wizard. To apply the changes"
"8007F09B","-2146963301","2148003995","STR_WIZ5_STATIC2_NOREBOOT","You have successfully completed the Setup Wizard. To close this wizard"
"8007F09C","-2146963300","2148003996","STR_WIZ5_CHECK1","&Do not restart now"
"8007F09D","-2146963299","2148003997","STR_WIZCAPTION","Setup Wizard"
"8007F09E","-2146963298","2148003998","STR_ANALYZE_DISK","Checking for necessary space"
"8007F09F","-2146963297","2148003999","STR_BUILDING_CAB_CAPTION","Creating Cabinets"
"8007F0A0","-2146963296","2148004000","STR_CLEAN_REG","Updating the registry keys"
"8007F0A1","-2146963295","2148004001","STR_CANCEL","Cancel"
"8007F0A2","-2146963294","2148004002","STR_DOWNLOAD_UNPACKING_DETAILS","Unpacking: %d remaining"
"8007F0A3","-2146963293","2148004003","STR_NO","No LICENSE.TXT file was found in your Hotfix directory. Setup cannot continue. ::No Uninstall directory: Setup is executing. Please wait for Setup to complete :No Service Pack"
"8007F0A4","-2146963292","2148004004","STR_README","Read Me:readmesp.htm"
"8007F0A5","-2146963291","2148004005","STR_README_FILE","readmesp.htm"
"8007F0A6","-2146963290","2148004006","STR_SLIPSTREAM_EVAL_DESTINATION","Integrated install failed. The destination directory contains an evaluation copy of Windows."
"8007F0A7","-2146963289","2148004007","STR_WINDOWS_TYPE3","Windows XP"
"8007F0A8","-2146963288","2148004008","STR_NOUNINSTALL","No Uninstall directory"
"8007F0A9","-2146963287","2148004009","STR_SRVPACK","Service Pack"
"8007F0AA","-2146963286","2148004010","STR_WINDOWS_TYPE0","Windows"
"8007F0AB","-2146963285","2148004011","STR_SPOOLER_ENABLE","For Setup to continue"
"8007F0AC","-2146963284","2148004012","STR_USAGE_UPDATE_NOSLPSTRM","AVAILABLE SWITCHES: [/help] [/quiet] [/passive] [/uninstall] [/norestart] [/forcerestart] [/l] [/n] [/o] [/f] [/integrate:<fullpath>] /help Displays this message SETUP MODES /quiet Quiet mode (no user interaction or display)"
"8007F0AD","-2146963283","2148004013","STR_FONT","Verdana Bold"
"8007F0AE","-2146963282","2148004014","STR_CHOOSE_UNINST_DIR","Select an existing folder or make a new folder in which to store uninstall information."
"8007F0AF","-2146963281","2148004015","STR_ARCHIVE_DRIVE_INVALID","You have selected a folder that is not on your local computer. The current state of the computer can be archived only on your local computer."
"8007F0B0","-2146963280","2148004016","STR_STARTING_SERVICES","Starting services"
"8007F0B1","-2146963279","2148004017","STR_STARTING_SERVICE","Starting service"
"8007F0B2","-2146963278","2148004018","STR_STOPPING_SERVICES","Stopping services"
"8007F0B3","-2146963277","2148004019","STR_STOPPING_SERVICE","Stopping services"
"8007F0B4","-2146963276","2148004020","STR_WINDOWS_TYPE4","Windows Server 2003"
"8007F0C0","-2146963264","2148004032","STR_BLOCKLIST_HF_MSG","Setup cannot install this hotfix because one or more of its files are out of date. Please download and install the latest version of fix ."
"8007F0C1","-2146963263","2148004033","STR_BLOCKLIST_SP_MSGA","This service pack contains files that are missing some of the fixes which were previously installed on this computer. To prevent possible problems"
"8007F0C2","-2146963262","2148004034","STR_BLOCKLIST_SP_MSGB","In order to have the fixes contained in both the service pack and the previously installed hotfixes"
"8007F0C3","-2146963261","2148004035","STR_BLOCKLIST_SP_MSGC","Do you want to continue installing this service pack?"
"8007F0C4","-2146963260","2148004036","STR_BLOCKLIST_SP_MSGD","The service pack install cannot continue until these hotfixes are applied to your system."
"8007F0C5","-2146963259","2148004037","STR_GENERALCAPTION","2%"
"8007F0C6","-2146963258","2148004038","STATUS_BUILD_VERSION_MISMATCH2","Setup has detected that the build version of the system installed does not match the update you are applying to it. You can only install this update only on Build %d ."
"8007F0C7","-2146963257","2148004039","STR_SLPSTRM_COPY","Integrating files"
"8007F0C8","-2146963256","2148004040","STR_SLPSTRM_WIZ4_STATIC2","Please wait while setup integrates files from Windows Service Pack into your Windows installation folder."
"8007F0C9","-2146963255","2148004041","STR_SLPSTRMUPDATING_YOUR_SYSTEM","Updating Your Windows Share"
"8007F0CA","-2146963254","2148004042","STR_RESTORE_POINT_DESC","Installed ."
"8007F0CB","-2146963253","2148004043","STATUS_VLK_BLOCKED","The Product Key used to install Windows is invalid. Please contact your system administrator or retailer immediately to obtain a valid Product Key. You may also contact Microsoft Corporation-Anti-Piracy Team by emailing [email protected]"
"8007F0CC","-2146963252","2148004044","STATUS_KERNEL_NONSTD","The core system file (kernel) used to start this computer is not a Microsoft Windows file. The Service Pack will not be installed. For more information"
"8007F0CD","-2146963251","2148004045","STR_VLK_CHECK","Checking product key"
"8007F0CE","-2146963250","2148004046","STR_SET_RESTOREPOINT","Creating restore point"
"8007F0CF","-2146963249","2148004047","STR_PERFORM_INVENTORY","Performing inventory"
"8007F0D0","-2146963248","2148004048","STR_BUILD_THIRDPARTYDRIVERS","Creating Third Party Driver List"
"8007F0D1","-2146963247","2148004049","STR_DISK_USAGEFORINSTALL","Estimating space for installation"
"8007F0D2","-2146963246","2148004050","STR_DISK_USAGEFORUNINSTALL","Estimating space for uninstallation"
"8007F0D3","-2146963245","2148004051","STR_PROCESSES_BEFOREARCHIVE","Running processes before install"
"8007F0D4","-2146963244","2148004052","STR_REGISTRY_BACKUP","Backing up registry"
"8007F0D5","-2146963243","2148004053","STR_PROCESSES_AFTERINSTALL","Running processes after install"
"8007F0D6","-2146963242","2148004054","STR_PERFORM_CLEANUP","Performing cleanup"
"8007F0D7","-2146963241","2148004055","STR_OPTIONAL_EXCLUSIONWARNING","Windows has detected that one or more protected files on your computer have been modified. The Service Pack contains updated versions of those files"
"8007F0D8","-2146963240","2148004056","STR_WIZ1_STATIC3_XP","Before you install this update"
"8007F0D9","-2146963239","2148004057","STR_ARCHIVE_FOLDER_INVALID","The folder name is longer than the limit of 226 bytes. Enter a shorter name."
"8007F0DA","-2146963238","2148004058","STR_FAILED_INF_INTEGRITY","Setup could not verify the integrity of the file Update.inf. Make sure the Cryptographic service is running on this computer."
"8007F0DB","-2146963237","2148004059","STR_BLOCKLIST_FIXNUMBER","Fix Number"
"8007F0DC","-2146963236","2148004060","STR_BLOCKLIST_FILENAME","File Name"
"8007F0DD","-2146963235","2148004061","STR_BLOCKLIST_VERSION","Version"
"8007F0DE","-2146963234","2148004062","STR_WIZ4_NOARCHIVE","Please wait while setup inspects your current configuration and updates your files."
"8007F0DF","-2146963233","2148004063","STATUS_SP_BUILD_TO_BUILD","This Service Pack cannot be installed on top of the build currently installed on your computer. Cancel this installation process"
"8007F0E0","-2146963232","2148004064","STR_UNABLE_TO_VERIFY","Setup could not verify the integrity of one or more installed files."
"8007F0E2","-2146963230","2148004066","STR_ERR_PRINT_EULA","Unable to print the END USER LICENSE AGREEMENT"
"8007F0E3","-2146963229","2148004067","STR_WINDOWS_TYPE","Windows"
"8007F0E4","-2146963228","2148004068","STATUS_WINDOWS_VERSION_NEWER","The version of Windows you have installed is newer than the update you are trying to install. There is no need to install this update."
"8007F0E5","-2146963227","2148004069","STATUS_PACKAGE_NOT_APPLICABLE","This package does not apply to the operating system you are running"
"8007F0E6","-2146963226","2148004070","STR_SAFEMODE_INSTALL","You are trying to install while the system is in safe mode. This is not recommended unless the system does not function in normal mode."
"8007F0E7","-2146963225","2148004071","STR_APPLYING_HOTPATCHES","Applying Hotpatches"
"8007F0E8","-2146963224","2148004072","STATUS_INVALID_BRANCHES_INF","The branches.inf file is invalid."
"8007F0E9","-2146963223","2148004073","STATUS_INVALID_UPDATEBR_INF","The updatebr.inf file is invalid."
"8007F0EA","-2146963222","2148004074","STR_PACKAGE_MIGRATE_FAILED","Failed to migrate dependent packages."
"8007F0EC","-2146963220","2148004076","STR_PERFORM_MIGRATION","Performing migration"
"8007F0ED","-2146963219","2148004077","STATUS_NO_BRANCH_AVAILABLE","Required installation branch was not found in INF file."
"8007F0EE","-2146963218","2148004078","STR_BLOCKLIST_PACKAGE","Package"
"8007F0EF","-2146963217","2148004079","STR_MIGRATE_BLOCKLIST_MSG","The installation cannot continue because the following packages might not be valid:"
"8007F0F0","-2146963216","2148004080","STR_BRANCH_CAPTION","Branch info"
"8007F0F1","-2146963215","2148004081","STATUS_INCOMPARABLE_BRANCHES","Files from the package are incompatible with files on your system."
"8007F0F2","-2146963214","2148004082","STR_MIGRATE_BLOCKLIST_REC","Reinstall the packages listed above"
"8007F0F3","-2146963213","2148004083","STR_UNKNOWN_PACKAGE","Unknown"
"8007F0F4","-2146963212","2148004084","STATUS_PREREQUISITE_FAILED","Setup cannot continue because one or more pre-requisites required to install failed. For More details check the Log File. Update.exe can throw this error when it starts to download if the computer is running under battery power (there may be a fix for this in the future)."
"8007F0F5","-2146963211","2148004085","STR_WINDOWS_TYPE5","Windows XP Version 2003"
"8007F0F6","-2146963210","2148004086","NULL",""
"8007F0F7","-2146963209","2148004087","STR_HFSLP_ERROR","An error occurred while attempting to integrate this software update package. Verify that the architecture"
"8007F0F8","-2146963208","2148004088","STR_HFSLP_EXPRESS","Express software update packages cannot be integrated. To download a version of the fix that can be integrated"
"8007F0F9","-2146963207","2148004089","STR_HFSLP_EXTRACTED","Extracted packages cannot be integrated. The /integrate switch must be used with the original software update package."
"8007F0FA","-2146963206","2148004090","STR_HFSLP_NOTFOUND","Setup was unable to locate the distribution folder that you wish to integrate with this software update package. The /integrate switch requires the full path to the distribution folder."
"8007F200","-2146962944","2148004352","STATUS_MORE_FILES_FOR_DOWNLOAD","More byte ranges required."
"8007F201","-2146962943","2148004353","STATUS_READY_TO_INSTALL","Required payload available"
"8007F202","-2146962942","2148004354","STATUS_PATCH_NOT_FOUND","The delta was not found in the PSF. Update cannot find information about how to upgrade this binary. SUS can terminate installation."
"8007F203","-2146962941","2148004355","STATUS_PATCH_FILE_CORRUPT","Update cannot find information about how to upgrade this binary"
"8007F204","-2146962940","2148004356","STATUS_INDEXFILE_CORRUPT","Index file does not have a valid signature. Index file has an invalid signature. The package is corrupt. SUS can terminate installation."
"8007F205","-2146962939","2148004357","STR_UPDATE_ALREADY_RUNNING","Setup has detected that another update is in progress. Please complete that installation or removal and try again."
"8007F206","-2146962938","2148004358","STATUS_RETRY_REFRESH_INVENTORY","The state of machine changed since last inventory analysis. Update.exe has to restart the process with /si."
"8007F207","-2146962937","2148004359","STATUS_RETRY_SELF_CONTAINED","Two consecutive attempts to download delta failed without any progress and there is no use in continuing as express package. Revert to self-contained package."
"8007F220","-2146962912","2148004384","STATUS_CONTINUE_INVENTORY","error codes should not be returned out of update.exe"
"8007F221","-2146962911","2148004385","ERROR_INDEXFILE_NOT_FOUND","error codes should not be returned out of update.exe"
"80080005","-2146959355","2148007941","CO_E_Server_Exec_Failure",""
"80080008","-2146959352","2148007944","CO_E_SERVER_STOPPING",""
"80090006","-2146893818","2148073478","NTE_Bad_Signature",""
"8009000B","-2146893813","2148073483","NTE_Bad_Key_State",""
"80090017","-2146893801","2148073495","NTE_PROV_TYPE_NOT_DEF",""
"8009001D","-2146893795","2148073501","Error_Write_Fault",""
"80090305","-2146893051","2148074245","SEC_E_SECPKG_NOT_FOUND","The requested security package does not exist"
"80090331","-2146893007","2148074289","Sec_E_Algorithm_Mismatch","The client and the server cannot communicate"
"8009033F","-2146892993","2148074303","SEC_E_Shutdown_IN_Progress",""
"80092003","-2146885629","2148081667","CRYPT_E_File_Error","An error occurred while reading or writing to a file"
"8009200D","-2146885619","2148081677","Crypt_E_Bad_Msg","Not a cryptographic message or the cryptographic message is not formatted correctly"
"80092026","-2146885594","2148081702","Crypt_E_Security_Settings","The cryptographic operation failed due to a local security option setting"
"8009310B","2148086027","-2146881269","","ASN1 bad tag value met."
"80096001","-2146869247","2148098049","Trust_E_System_Error","A system-level error occurred while verifying trust"
"80096005","-2146869243","2148098053","Trust_E_Time_Stamp could not be verified",""
"80096010","-2146869232","2148098064","Trust_E_Bad_Digest","The digital signature of the object did not verify"
"80096019","-2146869223","2148098073","TRUST_E_BASIC_CONSTRAINTS",""
"800A0046","-2146828218","2148139078","CTL_PermissionDenied","olectl.h"
"800A01AD","-2146827859","2148139437","ActiveX component can't create object",
"800A01AE","-2146827858","2148139438","IXP_NNTP_NO_SUCH_ARTICLE_FOUND","This can occur after a control selfupdate that has not fully completed and requires a reboot."
"800A138F","-2146823281","2148144015","ERROR_RESOURCE_NOT_FOUND","Javascript runtime error"
"800B0001","-2146762751","2148204545","Trust_E_Provider_Unknown",""
"800B0002","-2146762750","2148204546","Trust_E_ActionUnknown","The trust verification action specified is not supported by the specified trust provider."
"800B0003","-2146762749","2148204547","TRUST_E_SUBJECT_FORM_UNKNOWN","The form specified by the subject is not one supported or known by the specified trust provider"
"800B0004","-2146762748","2148204548","TRUST_E_SUBJECT_NOT_TRUSTED","The subject is not trusted for the specified action."
"800B0100","-2146762496","2148204800","TRUST_E_NOSIGNATURE","No signature was present in the subject"
"800B0101","-2146762495","2148204801","Cert_E_Expired","Verifying against the current system clock or the timestamp in the signed file"
"800B0109","-2146762487","2148204809","CERT_E_UNTRUSTEDROOT","A certificate chain processed"
"800B010D","-2146762483","2148204813","Cert_E_Untrustedtestroot","The certification path terminates with the test root which is not trusted with the current policy settings"
"800B0110","-2146762480","2148204816","CERT_E_WRONG_USAGE",""
"800C0002","-2146697214","2148270082","Inet_E_Invalid_URL",""
"800F0101","-2146500351","2148466945","SPAPI_E_Section_Not_Found","The required section was not found in the INF"
"800F020B","-2146500085","2148467211","SPAPI_E_No_Such_Devinst","device instance does not exist"
"800F0217","-2146500073","2148467223","SPAPI_E_Bad_Service_Installsect","A service installation section in this INF is invalid"
"800F022B","-2146500053","2148467243","SPAPI_E_DI_Dont_Install","The class installer has denied the request to install or upgrade this device"
"800F022F","-2146500049","2148467247","SPAPI_E_No_Catalog_for_OEM_INF","The third-party INF does not contain digital signature information"
"800F0244","-2146500028","2148467268","SPAPI_E_Signature_Osattribure_Mismatch","The software was tested for compliance on a different version of Windows and may not be compatible with this version"
"800FF8F0","-2146436880","2148530416","NULL",""
"800FFBBE","-2146436162","2148531134","NULL",""
"800FFC02","-2146436094","2148531202","NULL",""
"800FFC0D","-2146436083","2148531213","NULL",""
"80131700","-2146232576","2148734720","","Dependency on `WindowsFeatues`,specifically `netfx3`."
"80190064","-2145845148","2149122148","BG_E_HTTP_ERROR_100","The request can be continued."
"80190065","-2145845147","2149122149","BG_E_HTTP_ERROR_101","The server switched protocols in an upgrade header."
"801900C8","-2145845048","2149122248","BG_E_HTTP_ERROR_200","The server-response was not valid. The server was not following the defined protocol. Resume the job"
"801900C9","-2145845047","2149122249","BG_E_HTTP_ERROR_201","The request was fulfilled and resulted in the creation of a new resource."
"801900CA","-2145845046","2149122250","BG_E_HTTP_ERROR_202","The request was accepted for processing"
"801900CB","-2145845045","2149122251","BG_E_HTTP_ERROR_203","The returned metadata in the entity-header is not the definitive set available from the server of origin."
"801900CC","-2145845044","2149122252","BG_E_HTTP_ERROR_204","The server has fulfilled the request"
"801900CD","-2145845043","2149122253","BG_E_HTTP_ERROR_205","The server-response was not valid. The server was not following the defined protocol. Resume the job"
"801900CE","-2145845042","2149122254","BG_E_HTTP_ERROR_206","The server fulfilled the partial GET request for the resource."
"8019012C","-2145844948","2149122348","BG_E_HTTP_ERROR_300","The server could not return the requested data."
"8019012D","-2145844947","2149122349","BG_E_HTTP_ERROR_301","The requested resource was assigned to a new permanent Uniform Resource Identifier (URI)"
"8019012E","-2145844946","2149122350","BG_E_HTTP_ERROR_302","The requested resource was assigned a different Uniform Resource Identifier (URI). This change is temporary."
"8019012F","-2145844945","2149122351","BG_E_HTTP_ERROR_303","The response to the request is under a different Uniform Resource Identifier (URI) and must be retrieved using a GET method on that resource."
"80190130","-2145844944","2149122352","BG_E_HTTP_ERROR_304","The server-response was not valid. The server was not following the defined protocol. Resume the job"
"80190131","-2145844943","2149122353","BG_E_HTTP_ERROR_305","The requested resource must be accessed through the proxy given by the location field."
"80190133","-2145844941","2149122355","BG_E_HTTP_ERROR_307","The URL has been temporarily relocated. Try again later."
"80190190","-2145844848","2149122448","BG_E_HTTP_ERROR_400","The server cannot process the request because the syntax is not valid."
"80190191","-2145844847","2149122449","BG_E_HTTP_ERROR_401","The requested resource requires user authentication."
"80190192","-2145844846","2149122450","BG_E_HTTP_ERROR_402","The server-response was not valid. The server was not following the defined protocol. Resume the job"
"80190193","-2145844845","2149122451","BG_E_HTTP_ERROR_403","The client does not have sufficient access rights to the requested server object."
"80190194","-2145844844","2149122452","BG_E_HTTP_ERROR_404","The requested URL does not exist on the server."
"80190195","-2145844843","2149122453","BG_E_HTTP_ERROR_405","The method used is not allowed."
"80190196","-2145844842","2149122454","BG_E_HTTP_ERROR_406","No responses acceptable to the client were found."
"80190197","-2145844841","2149122455","BG_E_HTTP_ERROR_407","Proxy authentication is required."
"80190198","-2145844840","2149122456","BG_E_HTTP_ERROR_408","The server timed out waiting for the request."
"80190199","-2145844839","2149122457","BG_E_HTTP_ERROR_409","The request could not be completed because of a conflict with the current state of the resource. The user should resubmit the request with more information."
"8019019A","-2145844838","2149122458","BG_E_HTTP_ERROR_410","The requested resource is not currently available at the server"
